"id";"nom";"marque";"categorie";"prix";"couleur";"motif_ecaille"
"7784929";"Lunettes de soleil ovales ";"ASOS";"ronde";"16,99 €";"Noir";"FALSE"
"8341203";"FTL ";"Spitfire";"ronde";"39,99 €";"Vert";"FALSE"
"7784911";"Lunettes de soleil rondes à verres miroir ";"ASOS";"ronde";"16,99 €";"Noir";"FALSE"
"8304072";"Lunettes de soleil rondes ";"Jeepers Peepers";"ronde";"32,99 €";"Noir";"FALSE"
"8338317";"Lunettes de soleil rondes en métal avec verres miroir ";"Reclaimed Vintage Inspired";"ronde";"27,99 €";"Noir";"FALSE"
"8341302";"Nexus ";"Spitfire";"ronde";"39,99 €";"Argenté";"FALSE"
"7578393";"Lunettes de soleil rondes";"Jeepers Peepers";"ronde";"24,99 €";"Marron";"FALSE"
"8166050";"Lunettes de soleil rondes";"Reclaimed Vintage";"ronde";"27,99 €";"Cuivre";"FALSE"
"8175021";"Lunettes de soleil rondes à verres effet miroir";"Bershka";"ronde";"14,99 €";"Noir";"FALSE"
"8091343";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Noir";"FALSE"
"7482517";"Lunettes de soleil ovales à bords arrondis ";"ASOS";"ronde";"13,99 €";"Rouge";"FALSE"
"7564614";"Lunettes de soleil rondes";"Jeepers Peepers";"ronde";"32,99 €";"Noir";"FALSE"
"7688873";"Lunettes de soleil rondes";"AJ Morgan";"ronde";"20,99 €";"Doré";"FALSE"
"7465239";"Lunettes de soleil rondes";"Spitfire";"ronde";"36,99 €";"Réinitialiser";"FALSE"
"7465242";"Lunettes de soleil rondes";"Spitfire";"ronde";"36,99 €";"Noir";"FALSE"
"7181806";"0RB3447 ";"Ray-Ban";"ronde";"154,99 €";"Doré";"FALSE"
"6147018";"Lunettes de soleil rondes à monture dégradée du marron au transparent avec pont découpé en serrure";"ASOS";"ronde";"13,99 €";"Marron";"FALSE"
"8294946";"Lunettes de soleil rondes écaille de tortue avec détail en métal";"ASOS";"ronde";"16,99 €";"Marron";"TRUE"
"8275451";"0RB4224 ";"Ray-Ban";"ronde";"233,99 €";"Blanc";"FALSE"
"8799696";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Écaille";"FALSE"
"8338305";"Lunettes de soleil rondes ";"Tommy Hilfiger";"ronde";"206,99 €";"Rouge";"FALSE"
"8799595";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Noir";"FALSE"
"8799697";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Argenté";"FALSE"
"7927333";"Lunettes de soleil rondes à verres superposés ";"ASOS";"ronde";"18,99 €";"Noir";"FALSE"
"8260215";"Lunettes de soleil rondes à pont plat";"Versace";"ronde";"231,99 €";"Noir";"FALSE"
"8275390";"0RB3579N ";"Ray-Ban";"ronde";"177,99 €";"Noir";"FALSE"
"8220791";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Écaille";"FALSE"
"8364657";"Gatsby ";"Ray-Ban";"ronde";"154,99 €";"Noir";"FALSE"
"8275471";"0RB3747 ";"Ray-Ban";"ronde";"188,99 €";"Noir";"FALSE"
"8275461";"0RB3747 ";"Ray-Ban";"ronde";"177,99 €";"Doré";"FALSE"
"8275457";"Gatsby 0RB4256 ";"Ray-Ban";"ronde";"154,99 €";"Noir";"FALSE"
"8275456";"0RB3747 ";"Ray-Ban";"ronde";"188,99 €";"Argenté";"FALSE"
"8275410";"0RB3574N ";"Ray-Ban";"ronde";"177,99 €";"Noir";"FALSE"
"8275408";"Jajo ";"Ray-Ban";"ronde";"188,99 €";"Doré";"FALSE"
"8275404";"0RB3574N ";"Ray-Ban";"ronde";"199,99 €";"Argenté";"FALSE"
"8275398";"0RB3647N ";"Ray-Ban";"ronde";"166,99 €";"Noir";"FALSE"
"8275395";"Jajo ";"Ray-Ban";"ronde";"166,99 €";"Doré";"FALSE"
"8338328";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Argenté";"FALSE"
"7785094";"Noir";"ASOS -Lunettes de soleil rondes à monture en métal noir mat";"ronde";"16,99 €";"Noir";"FALSE"
"8275332";"0RB4246 ";"Ray-Ban";"ronde";"166,99 €";"Marron";"FALSE"
"8275319";"0RB2180 ";"Ray-Ban";"ronde";"154,99 €";"Marron";"FALSE"
"8258796";"Lunettes rondes";"Polo Ralph Lauren";"ronde";"144,99 €";"Doré";"FALSE"
"8241337";"Lunettes de soleil rondes";"Emporio Armani";"ronde";"163,99 €";"Marron";"FALSE"
"8275340";"0RB2447 ";"Ray-Ban";"ronde";"221,99 €";"Noir";"FALSE"
"8275327";"Club 0RB4246 ";"Ray-Ban";"ronde";"166,99 €";"Noir";"FALSE"
"8275330";"0RB2447 ";"Ray-Ban";"ronde";"166,99 €";"Écaille de tortue";"FALSE"
"8220785";"Lunettes de soleil rondes transparentes";"AJ Morgan";"ronde";"20,99 €";"Réinitialiser";"FALSE"
"7786403";"Lunettes de soleil rondes écailles avec barre dorée";"ASOS";"ronde";"13,99 €";"Écaille";"TRUE"
"8241342";"Lunettes de soleil rondes";"Emporio Armani";"ronde";"176,99 €";"Noir";"FALSE"
"8241338";"Lunettes de soleil rondes";"Emporio Armani";"ronde";"128,99 €";"Argenté";"FALSE"
"8333306";"Lunettes de soleil rondes ";"BOSS by Hugo Boss";"ronde";"282,99 €";"Écaille";"FALSE"
"8341304";"Lennon ";"Spitfire";"ronde";"32,99 €";"Bleu";"FALSE"
"8304060";"Lunettes de soleil rondes ";"Jeepers Peepers";"ronde";"24,99 €";"Écaille";"FALSE"
"8548251";"Camden Heights ";"Quay Australia";"ronde";"54,99 €";"Noir";"FALSE"
"8548238";"Mod Star ";"Quay Australia";"ronde";"54,99 €";"Noir";"FALSE"
"7932359";"Lunettes de soleil ovales à verres bleus ";"ASOS";"ronde";"13,99 €";"Réinitialiser";"FALSE"
"7932341";"Lunettes de soleil ovales ";"ASOS";"ronde";"10,99 €";"Jaune";"FALSE"
"8338191";"Lunettes de soleil rondes ";"Tommy Hilfiger";"ronde";"164,99 €";"Noir";"FALSE"
"8338183";"Lunettes de soleil rondes ";"Tommy Hilfiger";"ronde";"139,99 €";"Noir";"FALSE"
"7785095";"Lunettes de soleil rondes en métal avec verres flashy dorés ";"ASOS";"ronde";"18,99 €";"Doré";"FALSE"
"7296132";"Stable Horn ";"Han Kjobenhavn";"ronde";"181,99 €";"Marron";"FALSE"
"8069394";"Finley ";"Komono";"ronde";"108,99 €";"Argenté";"FALSE"
"8064071";"Lunettes de soleil rondes ";"ASOS";"ronde";"13,99 €";"Gris";"FALSE"
"7784893";"Lunettes de soleil rondes à verres rouges superposés ";"ASOS";"ronde";"18,99 €";"Rouge";"FALSE"
"8304074";"Lunettes de soleil rondes à monture noire et verres roses";"Jeepers Peepers";"ronde";"32,99 €";"Noir";"FALSE"
"8338337";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Noir";"FALSE"
"8338332";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Argenté";"FALSE"
"8338306";" Lunettes de soleil rondes en métal effet écailles de tortue";"Reclaimed Vintage Inspired";"ronde";"27,99 €";"Noir";"TRUE"
"8139150";"Lunettes de soleil rondes à verres argentés";"Jeepers Peepers";"ronde";"24,99 €";"Noir argenté";"FALSE"
"8338313";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Doré";"TRUE"
"8139159";"Lunettes de soleil rondes avec verres bleus";"Jeeper Peepers";"ronde";"24,99 €";"Doré et bleu";"FALSE"
"8241340";"Lunettes de soleil rondes";"Emporio Armani";"ronde";"199,99 €";"Noir";"FALSE"
"7785102";"Lunettes de soleil vintage rondes avec branches fantaisie ";"ASOS";"ronde";"16,99 €";"Noir";"FALSE"
"7427959";"Lunettes de soleil rondes métallisées à verres dégradés bleus";"ASOS";"ronde";"13,99 €";"Bleu";"FALSE"
"8220810";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Noir";"FALSE"
"7427954";"Lunettes de soleil rondes métalliques à verres plats ";"ASOS";"ronde";"13,99 €";"Noir";"FALSE"
"8069400";"Hollis ";"Komono";"ronde";"108,99 €";"Noir";"FALSE"
"8000632";"Lunettes de soleil rondes ";"Selected Homme";"ronde";"20,99 €";"Marron";"FALSE"
"8000635";"Lunettes de soleil rondes";"Selected Homme";"ronde";"20,99 €";"Marron";"FALSE"
"8000628";"Lunettes de soleil rondes ";"Selected Homme";"ronde";"20,99 €";"Marron";"FALSE"
"8139160";"Lunettes de soleil rondes ";"Jeepers Peepers";"ronde";"24,99 €";"Noir";"FALSE"
"8139139";"Lunettes de soleil rondes avec verres relevables effet miroir";"Jeepers Peepers";"ronde";"32,99 €";"Noir";"FALSE"
"7928785";"Transfer ";"Weekday";"ronde";"11,99 €";"Marron";"FALSE"
"8186888";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Noir";"FALSE"
"8186906";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Coloris écailles de tortue mat";"TRUE"
"8166052";"Inspired ";"Reclaimed Vintage";"ronde";"27,99 €";"Noir";"FALSE"
"8186901";"Lunettes de soleil rondes";"AJ Morgan";"ronde";"20,99 €";"Bronze";"FALSE"
"8186894";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Gris mat écaille de tortue";"TRUE"
"8131025";"Brightwell ";"Jack Wills";"ronde";"53,99 €";"Marron 010";"TRUE"
"8186873";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Gris";"FALSE"
"8186883";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Argent/bleu miroir";"FALSE"
"8091352";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Écaille";"FALSE"
"8140479";"Lunettes de soleil rondes";"Spitfire";"ronde";"35,99 €";"Noir";"FALSE"
"8166037";"Lunettes de soleil rondes ";"Reclaimed Vintage";"ronde";"27,99 €";"Écaille";"FALSE"
"8166033";"Lunettes de soleil rondes ";"Reclaimed Vintage";"ronde";"27,99 €";"Écaille";"FALSE"
"8166041";"Lunettes de soleil rondes ";"Reclaimed Vintage";"ronde";"27,99 €";"Noir";"FALSE"
"8175035";"Lunettes de soleil rondes à double barre ";"Bershka";"ronde";"14,99 €";"Noir";"FALSE"
"8110479";"Lunettes de soleil rondes avec pont ";"Spitfire";"ronde";"36,99 €";"Argenté";"FALSE"
"8110465";"Lunettes de soleil rondes avec monture jaune";"Spitfire";"ronde";"36,99 €";"Jaune";"FALSE"
"7427965";"Lunettes de soleil rondes en métal avec verres or rose";"ASOS";"ronde";"13,99 €";"Doré";"FALSE"
"8091462";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Écaille";"FALSE"
"7750275";"Lunettes de soleil rondes";"Selected Homme";"ronde";"20,99 €";"Noir";"FALSE"
"8049048";"Lunettes de soleil rondes ";"AJ Morgan";"ronde";"20,99 €";"Marron";"FALSE"
"7750299";"Lunettes de soleil rondes";"Selected Homme";"ronde";"20,99 €";"Noir";"FALSE"
"7829813";"Barstow ";"Monokel Eyewear";"ronde";"128,99 €";"Marron";"FALSE"
"7829811";"Bartstow ";"Monokel Eyewear";"ronde";"108,99 €";"Orange";"FALSE"
"7564800";"Lunettes de soleil rondes";"Jeepers Peepers";"ronde";"24,99 €";"Marron";"FALSE"
"7428065";"Lunettes de soleil en forme de cœur ";"ASOS";"ronde";"10,99 €";"Noir";"FALSE"
"7829807";"Nelson ";"Monokel Eyewear";"ronde";"108,99 €";"Noir";"FALSE"
"7829806";"Barstow ";"Monokel Eyewear";"ronde";"108,99 €";"Vert";"FALSE"
"7829801";"Nelson ";"Monokel Eyewear";"ronde";"108,99 €";"Marron";"FALSE"
"7829797";"Barstow ";"Monokel Eyewear";"ronde";"108,99 €";"Noir";"FALSE"
"7554930";"Lunettes de soleil rondes";"Jeepers Peepers";"ronde";"32,99 €";"Noir";"FALSE"
"7688857";"Lunettes rondes";"AJ Morgan";"ronde";"20,99 €";"Noir";"FALSE"
"7876029";"Lunettes de soleil rondes ";"Spitfire";"ronde";"36,99 €";"Noir";"FALSE"
"7554934";"Lunettes de soleil rondes";"Jeepers Peepers";"ronde";"32,99 €";"Doré";"FALSE"
"7086315";"Lunettes de soleil rondes en métal ";"ASOS";"ronde";"10,99 €";"Doré";"FALSE"
"7460109";"Lunettes de soleil rondes";"AJ Morgan";"ronde";"20,99 €";"Réinitialiser";"FALSE"
"7465245";"Lunettes de soleil rondes";"Spitfire";"ronde";"36,99 €";"Marron";"FALSE"
"7460112";"Lunettes de soleil rondes";"AJ Morgan";"ronde";"20,99 €";"Jaune";"FALSE"
"3510387";"Erika ";"Ray-Ban";"ronde";"143,99 €";"Noir";"FALSE"
